Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
1325872740,6.4,6.4,6.4,6.4,1.55038759,9.922480576,6.4
1325872800,6.4,6.4,6.4,6.4,0.83875968,5.368061952,6.4
1325875320,6.4,6.4,6.4,6.4,9.11085273,58.309457472,6.4
1325881080,6.3,6.3,6.3,6.3,0.5,3.15,6.3
1325881140,6.2,6.2,6.2,6.2,0.5,3.1,6.2
1325881260,6.1,6.1,6.1,6.1,0.5,3.05,6.1
1325881320,6.0,6.0,6.0,6.0,1.0,6.0,6.0
1325960040,6.8,6.8,6.8,6.8,0.29585799,2.011834332,6.8
1326032400,6.9,6.9,6.9,6.9,4.0,27.6,6.9
1326065460,7.0,7.0,7.0,7.0,1.0,7.0,7.0
1326084000,6.99,6.99,6.9,6.9,5.0,34.69854,6.939708
1326110640,6.9,6.9,6.9,6.9,7.04348837,48.600069753,6.9
1326110760,6.9,6.9,6.9,6.9,1.46842878,10.132158582,6.9
1326110820,6.9,6.9,6.9,6.9,1.47275405,10.162002945,6.9
1326110880,6.9,6.9,6.9,6.9,1.52207002,10.502283138,6.9
1326110940,6.9,6.9,6.9,6.9,0.69925878,4.824885582,6.9
1326111300,6.5,6.5,6.5,6.5,1.5600624,10.1404056,6.5
1326111360,6.5,6.5,6.5,6.5,1.5600624,10.1404056,6.5
1326111420,6.5,6.5,6.5,6.5,1.56985871,10.204081615,6.5
1326111480,6.5,6.5,6.5,6.5,1.5576324,10.1246106,6.5
1326111540,6.5,6.5,6.5,6.5,1.56494523,10.172143995,6.5
1326111600,6.5,6.5,6.5,6.5,1.54559505,10.046367825,6.5
1326111840,6.5,6.5,6.5,6.5,13.6,88.4,6.5
1326115560,6.58,6.58,6.58,6.58,1.51975684,10.000000007,6.58
1326115620,6.6,6.6,6.6,6.6,1.48024316,9.769604856,6.6
1326115680,6.6,6.6,6.6,6.6,0.8,5.28,6.6
1326115980,6.57,6.57,6.57,6.57,0.76103501,5.0000000157,6.57
1326117480,6.5,6.5,6.5,6.5,0.04184381,0.271984765,6.5
1326119580,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326122760,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326122820,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326122880,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326123780,6.6,6.6,6.6,6.6,1.51745068,10.015174488,6.6
1326124560,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326124680,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326124800,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326124980,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326125040,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326125160,6.6,6.6,6.6,6.6,1.51515152,10.000000032,6.6
1326129120,6.36,6.36,6.36,6.36,0.31446541,2.0000000076,6.36
1326130020,6.38,6.38,6.38,6.38,0.55799373,3.5599999974,6.38
1326132180,6.49,6.49,6.49,6.49,0.56086287,3.6400000263,6.49
1326132300,6.48,6.48,6.48,6.48,1.0,6.48,6.48
1326138120,6.35,6.35,6.35,6.35,1.0,6.35,6.35
1326138240,6.23,6.23,6.23,6.23,1.0,6.23,6.23
1326149820,6.3,6.3,6.3,6.3,1.0,6.3,6.3
1326189360,6.24,6.24,6.24,6.24,3.2051282,19.999999968,6.24
1326189420,6.24,6.24,6.24,6.24,1.6025641,9.999999984,6.24
1326189480,6.24,6.24,6.24,6.24,1.6025641,9.999999984,6.24
1326189540,6.24,6.24,6.24,6.24,1.6025641,9.999999984,6.24
1326189600,6.24,6.24,6.24,6.24,1.2371795,7.72000008,6.24
1326192120,6.4,6.4,6.4,6.4,1.0,6.4,6.4
1326200400,6.54,6.54,6.54,6.54,1.0,6.54,6.54
1326200460,6.54,6.54,6.54,6.54,1.52905199,10.000000015,6.54
1326200520,6.54,6.54,6.54,6.54,1.52905199,10.000000015,6.54
1326200580,6.54,6.54,6.54,6.54,1.52905199,10.000000015,6.54
1326200640,6.54,6.54,6.54,6.54,1.53846154,10.061538472,6.54
1326200700,6.54,6.54,6.54,6.54,1.53846154,10.061538472,6.54
1326201000,6.54,6.54,6.54,6.54,1.52905199,10.000000015,6.54
1326201060,6.54,6.54,6.54,6.54,1.52905199,10.000000015,6.54
1326201120,6.54,6.54,6.54,6.54,1.52905199,10.000000015,6.54
1326201360,6.54,6.54,6.54,6.54,0.32568807,2.1299999778,6.54
1326207300,6.55,6.55,6.55,6.55,0.56086287,3.6736517985,6.55
1326207600,6.55,6.55,6.55,6.55,1.52671756,10.000000018,6.55
1326208620,6.55,6.55,6.55,6.55,10.14,66.417,6.55
1326208860,6.7,6.7,6.7,6.7,0.76103501,5.098934567,6.7
1326208920,6.7,6.7,6.7,6.7,1.5037594,10.07518798,6.7
1326208980,6.7,6.7,6.7,6.7,1.5128593,10.13615731,6.7
1326209040,6.7,6.7,6.7,6.7,7.6528593,51.27415731,6.7
1326210060,6.55,6.55,6.55,6.55,1.52905199,10.015290535,6.55
1326210240,6.55,6.55,6.55,6.55,1.53139357,10.030627883,6.55
1326219120,7.1,7.1,7.1,7.1,4.0,28.4,7.1
1326219180,7.1,7.1,7.1,7.1,1.51057402,10.725075542,7.1
1326219240,7.1,7.1,7.1,7.1,1.51057402,10.725075542,7.1
1326219300,7.1,7.1,7.1,7.1,0.12533083,0.889848893,7.1
1326236220,7.14,7.14,7.14,7.14,4.59803922,32.830000031,7.14
1326265500,7.14,7.14,7.14,7.14,1.40196078,10.009999969,7.14
1326265560,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265620,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265680,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265740,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265800,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265860,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265920,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326265980,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326266040,7.14,7.14,7.14,7.14,1.447178,10.33285092,7.14
1326266100,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14
1326266160,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14
1326266220,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14
1326266340,7.14,7.14,7.14,7.14,1.44927536,10.34782607,7.14
1326266400,7.14,7.14,7.14,7.14,1.23712009,8.8330374426,7.14
1326269520,6.25,6.25,6.25,6.25,10.15,63.4375,6.25
1326269580,6.25,6.25,6.25,6.25,0.85,5.3125,6.25
1326275160,7.0,7.0,7.0,7.0,1.0,7.0,7.0
1326285300,7.2,7.2,7.2,7.2,1.0,7.2,7.2
1326285360,7.2,7.2,7.2,7.2,1.41442716,10.183875552,7.2
1326285420,7.2,7.2,7.2,7.2,1.41442716,10.183875552,7.2
1326285480,7.2,7.2,7.2,7.2,1.41242938,10.169491536,7.2
1326285540,7.2,7.2,7.2,7.2,1.40449438,10.112359536,7.2
1326285660,7.2,7.2,7.2,7.2,1.40646976,10.126582272,7.2
1326285720,7.2,7.2,7.2,7.2,1.40646976,10.126582272,7.2
1326285780,7.2,7.2,7.2,7.2,1.41242938,10.169491536,7.2
1326285840,7.2,7.2,7.2,7.2,1.40646976,10.126582272,7.2
1326285900,7.2,7.2,7.2,7.2,1.40449438,10.112359536,7.2
1326285960,7.2,7.2,7.2,7.2,1.40449438,10.112359536,7.2
1326286020,7.2,7.2,7.2,7.2,1.40252454,10.098176688,7.2
1326286080,7.2,7.2,7.2,7.2,1.40252454,10.098176688,7.2
1326286140,7.2,7.2,7.2,7.2,1.40252454,10.098176688,7.2
1326286200,7.2,7.2,7.2,7.2,1.40449438,10.112359536,7.2
1326286260,7.2,7.2,7.2,7.2,1.40449438,10.112359536,7.2
1326286320,7.2,7.2,7.2,7.2,1.40646976,10.126582272,7.2
1326286440,7.2,7.2,7.2,7.2,1.40252454,10.098176688,7.2
1326286500,7.2,7.2,7.2,7.2,1.40252454,10.098176688,7.2
1326286560,7.2,7.2,7.2,7.2,1.41242938,10.169491536,7.2
1326286620,7.2,7.2,7.2,7.2,1.41242938,10.169491536,7.2
1326286680,7.2,7.2,7.2,7.2,1.41242938,10.169491536,7.2
1326286740,7.2,7.2,7.2,7.2,1.41242938,10.169491536,7.2
1326290280,7.21,7.21,7.21,7.21,3.0,21.63,7.21
1326290340,7.21,7.21,7.21,7.21,1.40646976,10.14064697,7.21
1326291900,7.22,7.33,7.22,7.33,12.92299,93.987257713,7.2728724322
1326294120,6.9,6.9,6.9,6.9,1.0,6.9,6.9
1326307140,7.0,7.0,7.0,7.0,4.97428571,34.81999997,7.0
1326316320,7.0,7.0,7.0,7.0,8.02571429,56.18000003,7.0
1326316500,7.0,7.0,7.0,7.0,8.60428571,60.22999997,7.0
1326337440,6.95,6.95,6.95,6.95,8.8,61.16,6.95
1326363480,7.3,7.3,7.3,7.3,9.54109589,69.649999997,7.3
1326372780,7.3,7.3,7.3,7.3,0.45890411,3.350000003,7.3
1326375600,7.25,7.25,7.25,7.25,11.594178,84.0577905,7.25
1326375660,7.25,7.25,7.25,7.25,1.447178,10.4920405,7.25
1326375720,7.38,7.38,7.38,7.38,39.4,290.772,7.38
1326378120,7.36,7.36,7.36,7.36,5.99728261,44.14000001,7.36
1326378720,6.8,6.8,6.8,6.8,1.0,6.8,6.8
1326382260,6.7,6.7,6.7,6.7,1.0,6.7,6.7
1326382440,6.6,6.6,6.6,6.6,1.0,6.6,6.6
1326391080,7.35,7.35,7.35,7.35,1.0829932,7.96000002,7.35
1326391980,6.51,6.51,6.51,6.51,0.98,6.3798,6.51
1326420000,6.8,6.8,6.8,6.8,1.0,6.8,6.8
1326430500,6.7,6.7,6.7,6.7,1.0,6.7,6.7
1326456180,6.7,6.7,6.7,6.7,1.03880597,6.959999999,6.7
1326459780,6.7,6.7,6.7,6.7,0.84328358,5.649999986,6.7
1326460620,6.7,6.7,6.7,6.7,0.11791045,0.790000015,6.7
1326461640,6.99,6.99,6.99,6.99,2.11791045,14.804194045,6.99
1326461700,6.99,6.99,6.82,6.82,1.46627566,10.002816456,6.821920822
1326463380,7.0,7.0,7.0,7.0,1.51,10.57,7.0
1326463440,7.0,7.25,6.86,7.25,5.57496732,40.036599949,7.1814950028
1326463500,7.25,7.35,7.25,7.35,2.79976543,20.490000048,7.3184702647
1326463560,7.35,7.35,6.86,6.86,1.45772595,10.578298867,7.2567130107
1326463620,7.36,7.36,7.36,7.36,1.08152174,7.9600000064,7.36
1326464760,7.0,7.0,6.9,6.9,1.45560408,10.143668152,6.9686999998
1326464880,6.9,6.9,6.9,6.9,0.54439592,3.756331848,6.9
1326465060,6.9,6.9,6.9,6.9,1.0,6.9,6.9
1326474660,6.9,6.9,6.9,6.9,1.46627566,10.117302054,6.9
1326474720,6.9,6.9,6.9,6.9,1.46627566,10.117302054,6.9
1326474780,6.9,6.9,6.9,6.9,1.46627566,10.117302054,6.9
1326474900,6.9,6.9,6.9,6.9,1.46627566,10.117302054,6.9
1326474960,6.9,6.9,6.9,6.9,1.46627566,10.117302054,6.9
1326475020,6.9,6.9,6.9,6.9,1.46627566,10.117302054,6.9
1326475380,6.8,6.8,6.8,6.8,1.0,6.8,6.8
1326475440,6.76,6.9,6.76,6.9,0.821,5.5977994084,6.8182696814
1326484320,6.7,6.7,6.7,6.7,1.0,6.7,6.7
1326485100,7.25,7.25,7.25,7.25,5.91,42.8475,7.25
1326485160,7.25,7.25,7.25,7.25,1.48148148,10.74074073,7.25
1326485220,7.25,7.25,7.25,7.25,1.48148148,10.74074073,7.25
1326485280,7.25,7.25,7.25,7.25,1.47928994,10.724852065,7.25
1326485700,7.34,7.34,7.34,7.34,0.95231608,6.9900000272,7.34
1326486720,7.34,7.34,7.34,7.34,1.04768392,7.6899999728,7.34
1326486840,6.72,6.72,6.72,6.72,0.99107143,6.6600000096,6.72
1326499020,6.6,6.6,6.6,6.6,1.0,6.6,6.6
1326501660,6.5,6.5,6.5,6.5,1.54083205,10.015408325,6.5
1326501780,6.5,6.5,6.5,6.5,1.54083205,10.015408325,6.5
1326502620,6.5,6.5,6.5,6.5,1.54559505,10.046367825,6.5
1326502740,6.5,6.5,6.5,6.5,4.74,30.81,6.5
1326503280,6.5,6.5,6.5,6.5,1.54320988,10.03086422,6.5
1326503340,6.5,6.5,6.4,6.4,1.68953097,10.881951305,6.4408119758
1326573720,6.3,6.3,6.3,6.3,1.0,6.3,6.3
1326573780,6.3,6.3,6.3,6.3,1.5128593,9.53101359,6.3
1326573840,6.3,6.3,6.3,6.3,1.51057401,9.516616263,6.3
1326573900,6.3,6.3,6.3,6.3,0.21256669,1.339170147,6.3
1326623100,7.15,7.15,7.15,7.15,11.42450142,81.685185153,7.15
1326623220,7.15,7.15,7.15,7.15,1.42450142,10.185185153,7.15
1326623280,7.15,7.15,7.15,7.15,1.42450142,10.185185153,7.15
1326623340,7.15,7.15,7.15,7.15,1.42450142,10.185185153,7.15
1326623400,7.15,7.15,7.15,7.15,1.00129502,7.159259393,7.15
1326729000,6.2,6.2,6.2,6.2,1.0,6.2,6.2
1326729060,6.2,6.2,6.2,6.2,1.49925037,9.295352294,6.2
1326729120,6.2,6.2,6.2,6.2,0.90074963,5.584647706,6.2
1326735900,7.1,7.1,7.1,7.1,6.0,42.6,7.1
1326735960,7.1,7.1,7.1,7.1,1.43884892,10.215827332,7.1
1326736080,7.1,7.1,7.1,7.1,1.44300144,10.245310224,7.1
1326736140,7.1,7.1,7.1,7.1,0.36744541,2.608862411,7.1
1326801900,6.5,6.5,6.5,6.5,1.0,6.5,6.5
1326801960,6.5,6.5,6.5,6.5,1.0,6.5,6.5
1326809760,6.9,6.9,6.9,6.9,2.0,13.8,6.9
1326812640,6.9,6.9,6.9,6.9,7.24637681,49.999999989,6.9
1326839580,6.4,6.4,6.4,6.4,1.0,6.4,6.4
1326839640,6.3,6.3,6.2,6.2,1.62337662,10.164935044,6.2616000001
1326839700,6.2,6.2,6.0,6.0,1.77619893,10.832518256,6.0987077928
1326839760,6.0,6.0,6.0,6.0,1.77619893,10.65719358,6.0
1326839880,6.0,6.0,6.0,6.0,1.9047619,11.4285714,6.0
1326839940,6.0,6.0,6.0,6.0,1.9047619,11.4285714,6.0
1326840000,6.0,6.0,6.0,6.0,2.01612903,12.09677418,6.0
1326840060,6.0,6.0,6.0,6.0,1.94552529,11.67315174,6.0
1326840120,6.0,6.0,6.0,6.0,1.90839695,11.4503817,6.0
1326840180,6.0,6.0,6.0,6.0,1.85873606,11.15241636,6.0
1326840240,6.0,6.0,6.0,6.0,1.7921147,10.7526882,6.0
1326840300,6.0,6.0,6.0,6.0,1.7699115,10.619469,6.0
1326840360,6.0,6.0,6.0,6.0,1.73913043,10.43478258,6.0
1326840420,6.0,6.0,6.0,6.0,1.73913043,10.43478258,6.0
1326840480,6.0,6.0,6.0,6.0,1.73913043,10.43478258,6.0
1326840540,6.0,6.0,6.0,6.0,1.73913043,10.43478258,6.0
1326840660,6.0,6.0,6.0,6.0,1.0849979,6.5099874,6.0
1326840960,6.0,6.0,6.0,6.0,4.15,24.9,6.0
1326841140,6.0,6.0,6.0,6.0,15.53236857,93.19421142,6.0
1326841320,6.0,6.0,6.0,6.0,20.26763143,121.60578858,6.0
1326849300,5.99,5.99,5.99,5.99,1.63132137,9.7716150063,5.99
1326849360,5.99,5.99,5.99,5.99,1.62074554,9.7082657846,5.99
1326849420,5.99,5.99,5.99,5.99,1.62074554,9.7082657846,5.99
1326849480,5.99,5.99,5.99,5.99,1.62074554,9.7082657846,5.99
1326849600,5.99,5.99,5.99,5.99,1.62074554,9.7082657846,5.99
1326849660,5.99,5.99,5.99,5.99,1.63934426,9.8196721174,5.99
1326849720,5.99,5.99,5.99,5.99,1.63132137,9.7716150063,5.99
1326849780,5.99,5.99,5.99,5.99,1.63934426,9.8196721174,5.99
1326849840,5.99,5.99,5.99,5.99,1.57232704,9.4182389696,5.99
1326849900,5.99,5.99,5.99,5.99,1.57480314,9.4330708086,5.99
1326849960,5.99,5.99,5.99,5.99,1.57480314,9.4330708086,5.99
1326850020,5.99,5.99,5.99,5.99,17.6618977,105.79476722,5.99
1326850080,5.99,5.99,5.99,5.99,1.61550888,9.6768981912,5.99
1326850140,5.99,5.99,5.99,5.99,12.97634668,77.728316613,5.99
1326850200,6.01,6.01,6.01,6.01,2.0,12.02,6.01
1326850260,6.02,6.3,6.02,6.3,31.36321461,191.53840718,6.1071038017
1326857400,6.1,6.1,6.02,6.02,1.67785235,10.180671147,6.06768
1326857580,6.02,6.02,6.02,6.02,0.89943471,5.4145969542,6.02
1326875280,6.5,6.5,6.5,6.5,8.59249946,55.85124649,6.5
1326875340,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326875400,6.5,6.5,6.5,6.5,1.64473684,10.69078946,6.5
1326875460,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326875580,6.5,6.5,6.5,6.5,1.63398693,10.620915045,6.5
1326875640,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326875700,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326875760,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326875820,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326875880,6.5,6.5,6.5,6.5,1.63398693,10.620915045,6.5
1326875940,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326876000,6.5,6.5,6.5,6.5,1.63132137,10.603588905,6.5
1326876060,6.5,6.5,6.5,6.5,1.63398693,10.620915045,6.5
1326876120,6.5,6.5,6.5,6.5,0.31558915,2.051329475,6.5
1326877020,6.5,6.5,6.5,6.5,1.57728706,10.25236589,6.5
1326893160,6.0,6.0,6.0,6.0,12.0,72.0,6.0
1326897600,6.0,6.0,6.0,6.0,3.42362319,20.54173914,6.0
1326898080,7.1,7.1,7.1,7.1,2.0,14.2,7.1
1326953520,5.52,5.52,5.52,5.52,2.0,11.04,5.52
1326966660,7.0,7.0,7.0,7.0,4.52,31.64,7.0
1326967560,6.19,6.19,6.19,6.19,30.0,185.7,6.19
1326967620,6.19,6.19,6.19,6.19,27.1734234,168.20349085,6.19
1326970860,6.09,6.09,6.09,6.09,29.76844088,181.28980496,6.09
1326993120,7.0,7.0,7.0,7.0,18.90428571,132.32999997,7.0
1326997680,6.15,6.15,6.15,6.15,22.59501748,138.9593575,6.15
1326997740,6.15,6.15,6.15,6.15,12.504817,76.90462455,6.15
1326997800,6.01,6.01,6.01,6.01,6.0,36.06,6.01
1326997860,6.01,6.01,6.01,6.01,5.0,30.05,6.01
1327000860,6.07,6.07,6.07,6.07,11.504817,69.83423919,6.07
1327015260,6.28,6.28,6.28,6.28,19.0,119.32,6.28
1327015380,6.28,6.28,6.28,6.28,28.59501748,179.57670977,6.28
1327015500,6.22,6.22,6.22,6.22,29.15,181.313,6.22
1327045320,6.9,6.9,6.9,6.9,1.0388866,7.16831754,6.9
1327057260,6.9,6.9,6.9,6.9,2.65966412,18.351682428,6.9
1327057440,6.9,6.9,6.9,6.9,0.51279965,3.538317585,6.9
1327059300,6.9,6.9,6.9,6.9,22.4024264,154.57674216,6.9
1327059360,6.9,6.9,6.9,6.9,10.0,69.0,6.9
1327059420,6.85,6.85,6.85,6.85,20.0,137.0,6.85
1327063080,6.55,6.55,6.55,6.55,26.0,170.3,6.55
1327063140,6.55,6.55,6.55,6.55,11.39565621,74.641548176,6.55
1327073520,6.95,6.95,6.95,6.95,0.31506415,2.1896958425,6.95
1327073580,6.95,6.95,6.95,6.95,1.5015015,10.435435425,6.95
1327176180,6.3,6.3,6.3,6.3,14.60434379,92.007365877,6.3
1327176240,6.3,6.3,6.3,6.3,26.65359569,167.91765285,6.3
1327179300,6.28,6.28,6.28,6.28,15.0,94.2,6.28
1327180140,6.28,6.28,6.28,6.28,24.83260449,155.9487562,6.28
1327182060,6.77,6.77,6.77,6.77,0.32330844,2.1887981388,6.77
1327218120,6.79,6.79,6.79,6.79,0.32236107,2.1888316653,6.79
1327218180,6.79,6.79,6.79,6.79,1.56739812,10.642633235,6.79
1327218720,6.28,6.28,6.28,6.28,25.721049,161.52818772,6.28
1327242180,6.28,6.28,6.28,6.28,0.16,1.0048,6.28
1327244520,6.09,6.09,6.09,6.09,25.721049,156.64118841,6.09
1327244580,6.03,6.03,6.03,6.03,25.381006,153.04746618,6.03
1327247400,6.83,6.83,6.83,6.83,1.74816984,11.940000007,6.83
1327265700,6.79,6.79,6.79,6.79,0.65,4.4135,6.79
1327311300,6.5,6.5,6.5,6.5,0.37384615,2.429999975,6.5
1327316280,6.4,6.4,6.4,6.4,0.3625,2.32,6.4
1327319880,6.0,6.0,6.0,6.0,0.35,2.1,6.0
1327331520,6.35,6.35,6.35,6.35,37.19338388,236.17798764,6.35
1327332000,6.35,6.35,6.35,6.35,7.68744388,48.815268638,6.35
1327332060,6.35,6.35,6.35,6.35,10.7465498,68.24059123,6.35
1327334880,6.4,6.4,6.4,6.4,4.6375,29.68,6.4
1327335120,6.5,6.5,6.5,6.5,6.88769231,44.770000015,6.5
1327336380,6.5,6.5,6.5,6.5,0.42769231,2.780000015,6.5
1327340040,6.5,6.5,6.5,6.5,0.31076923,2.019999995,6.5
1327340520,6.52,6.52,6.52,6.52,1.52607362,9.9500000024,6.52
1327342740,6.52,6.52,6.52,6.52,24.41717791,159.19999997,6.52
1327371660,6.52,6.52,6.52,6.52,0.70705521,4.6099999692,6.52
1327392240,6.0,6.0,6.0,6.0,6.0,36.0,6.0
1327395300,6.5,6.5,6.5,6.5,8.0,52.0,6.5
1327398300,6.5,6.5,6.5,6.5,1.54798762,10.06191953,6.5
1327398420,6.5,6.5,6.5,6.5,1.54083205,10.015408325,6.5
1327398780,6.55,6.55,6.55,6.55,0.59847328,3.919999984,6.55
1327401960,6.28,6.28,6.28,6.28,20.7465498,130.28833274,6.28
1327405800,6.55,6.55,6.55,6.55,6.40152672,41.930000016,6.55
1327405860,6.55,6.55,6.55,6.55,1.55279503,10.170807446,6.55
1327405920,6.55,6.55,6.55,6.55,1.17701,7.7094155,6.55
1327419060,6.57,6.57,6.57,6.57,22.0,144.54,6.57
1327419840,6.55,6.55,6.55,6.55,2.68744388,17.602757414,6.55
1327429260,6.55,6.55,6.55,6.55,5.0,32.75,6.55
1327430400,6.55,6.55,6.55,6.55,1.53609831,10.06144393,6.55
1327430460,6.55,6.55,6.55,6.55,1.53609831,10.06144393,6.55
1327430520,6.55,6.55,6.55,6.55,1.53609831,10.06144393,6.55
1327430580,6.55,6.55,6.55,6.55,1.53609831,10.06144393,6.55
1327430640,6.55,6.55,6.55,6.55,1.34217464,8.791243892,6.55
1327482180,6.26,6.26,6.26,6.26,30.0,187.8,6.26
1327490640,6.84,6.84,6.84,6.84,1.44030621,9.8516944764,6.84
1327490700,6.84,6.84,6.84,6.84,1.5625,10.6875,6.84
1327490760,6.84,6.84,6.84,6.84,1.5625,10.6875,6.84
1327490820,6.84,6.84,6.84,6.84,1.5625,10.6875,6.84
1327490880,6.84,6.84,6.84,6.84,1.5625,10.6875,6.84
1327490940,6.84,6.84,6.84,6.84,1.26343212,8.6418757008,6.84
1327491180,6.85,6.85,6.85,6.85,0.31951807,2.1886987795,6.85
1327491240,6.86,6.86,6.86,6.86,1.3,8.918,6.86
1327491300,6.86,6.86,6.86,6.86,0.6,4.116,6.86
1327496400,6.85,6.85,6.85,6.85,0.5,3.425,6.85
1327515600,6.09,6.09,6.09,6.09,1.68350168,10.252525231,6.09
1327515660,6.09,6.09,6.09,6.09,1.68634064,10.269814498,6.09
